Initialzing...
Initializing data source...
Loading training data...
Data initialization complete.
Initializing model...
Model initialization complete.
Training START
iter 1900:, hard_loss_metric=0.24051258, hard_loss_metric=0.24051258, full_loss_metric=0.17879385, full_loss_num=5000.83837891, mean_dist=2.35184860, lr=0.000100, hard or full='full'
iter 11400:, hard_loss_metric=0.32197869, hard_loss_metric=0.32197869, full_loss_metric=0.19225627, full_loss_num=1350.28393555, mean_dist=1.80021620, lr=0.000100, hard or full='full'
iter 11500:, hard_loss_metric=0.32476848, hard_loss_metric=0.32476848, full_loss_metric=0.19361559, full_loss_num=1283.24511719, mean_dist=1.83934021, lr=0.000100, hard or full='full'
iter 11600:, hard_loss_metric=0.32266045, hard_loss_metric=0.32266045, full_loss_metric=0.19405195, full_loss_num=1333.77014160, mean_dist=1.82151210, lr=0.000100, hard or full='full'
iter 11700:, hard_loss_metric=0.31643710, hard_loss_metric=0.31643710, full_loss_metric=0.19404763, full_loss_num=1233.30029297, mean_dist=1.87462556, lr=0.000100, hard or full='full'
iter 11800:, hard_loss_metric=0.32082164, hard_loss_metric=0.32082164, full_loss_metric=0.19509090, full_loss_num=1252.08544922, mean_dist=1.84522128, lr=0.000100, hard or full='full'
iter 11900:, hard_loss_metric=0.32997444, hard_loss_metric=0.32997444, full_loss_metric=0.19496728, full_loss_num=1408.19824219, mean_dist=1.81799686, lr=0.000100, hard or full='full'
0:21:39.937224
iter 12000:, hard_loss_metric=0.31704578, hard_loss_metric=0.31704578, full_loss_metric=0.19243695, full_loss_num=1286.26940918, mean_dist=1.85888028, lr=0.000100, hard or full='full'
iter 12100:, hard_loss_metric=0.32699868, hard_loss_metric=0.32699868, full_loss_metric=0.19459677, full_loss_num=1333.34521484, mean_dist=1.85721159, lr=0.000100, hard or full='full'
iter 12200:, hard_loss_metric=0.32964492, hard_loss_metric=0.32964492, full_loss_metric=0.19644909, full_loss_num=1386.38342285, mean_dist=1.80526042, lr=0.000100, hard or full='full'
iter 12300:, hard_loss_metric=0.31595662, hard_loss_metric=0.31595662, full_loss_metric=0.19195190, full_loss_num=1287.04577637, mean_dist=1.83041048, lr=0.000100, hard or full='full'
iter 12400:, hard_loss_metric=0.32383782, hard_loss_metric=0.32383782, full_loss_metric=0.19241467, full_loss_num=1327.70471191, mean_dist=1.83696091, lr=0.000100, hard or full='full'
iter 12500:, hard_loss_metric=0.31813675, hard_loss_metric=0.31813675, full_loss_metric=0.19212620, full_loss_num=1293.78137207, mean_dist=1.84932220, lr=0.000100, hard or full='full'
iter 12600:, hard_loss_metric=0.31758690, hard_loss_metric=0.31758690, full_loss_metric=0.19286570, full_loss_num=1287.20068359, mean_dist=1.88053858, lr=0.000100, hard or full='full'
iter 12700:, hard_loss_metric=0.32360971, hard_loss_metric=0.32360971, full_loss_metric=0.19561619, full_loss_num=1297.52575684, mean_dist=1.88462162, lr=0.000100, hard or full='full'
iter 12800:, hard_loss_metric=0.32332146, hard_loss_metric=0.32332146, full_loss_metric=0.19373384, full_loss_num=1302.18310547, mean_dist=1.85179102, lr=0.000100, hard or full='full'
iter 12900:, hard_loss_metric=0.32522610, hard_loss_metric=0.32522610, full_loss_metric=0.19563223, full_loss_num=1349.53161621, mean_dist=1.81527042, lr=0.000100, hard or full='full'
0:21:39.758186
iter 13000:, hard_loss_metric=0.31408080, hard_loss_metric=0.31408080, full_loss_metric=0.19349484, full_loss_num=1232.46105957, mean_dist=1.91814280, lr=0.000100, hard or full='full'
iter 13100:, hard_loss_metric=0.32362831, hard_loss_metric=0.32362831, full_loss_metric=0.19312374, full_loss_num=1319.02124023, mean_dist=1.88324201, lr=0.000100, hard or full='full'
iter 13200:, hard_loss_metric=0.31564641, hard_loss_metric=0.31564641, full_loss_metric=0.19211665, full_loss_num=1246.23962402, mean_dist=1.90457880, lr=0.000100, hard or full='full'
iter 13300:, hard_loss_metric=0.31403035, hard_loss_metric=0.31403035, full_loss_metric=0.19353102, full_loss_num=1246.55541992, mean_dist=1.86360943, lr=0.000100, hard or full='full'
iter 13400:, hard_loss_metric=0.31512630, hard_loss_metric=0.31512630, full_loss_metric=0.19119847, full_loss_num=1278.41125488, mean_dist=1.86479747, lr=0.000100, hard or full='full'
iter 13500:, hard_loss_metric=0.30766824, hard_loss_metric=0.30766824, full_loss_metric=0.19040339, full_loss_num=1211.30871582, mean_dist=1.91223538, lr=0.000100, hard or full='full'
iter 13600:, hard_loss_metric=0.32202327, hard_loss_metric=0.32202327, full_loss_metric=0.19823280, full_loss_num=1248.99829102, mean_dist=1.92564881, lr=0.000100, hard or full='full'
iter 13700:, hard_loss_metric=0.31757495, hard_loss_metric=0.31757495, full_loss_metric=0.19354925, full_loss_num=1258.89013672, mean_dist=1.86919963, lr=0.000100, hard or full='full'
iter 13800:, hard_loss_metric=0.32117882, hard_loss_metric=0.32117882, full_loss_metric=0.19429308, full_loss_num=1257.12060547, mean_dist=1.90718424, lr=0.000100, hard or full='full'
iter 13900:, hard_loss_metric=0.31591487, hard_loss_metric=0.31591487, full_loss_metric=0.19416940, full_loss_num=1218.28027344, mean_dist=1.90845609, lr=0.000100, hard or full='full'
0:21:38.449392
iter 14000:, hard_loss_metric=0.30883685, hard_loss_metric=0.30883685, full_loss_metric=0.19109707, full_loss_num=1222.02966309, mean_dist=1.90007007, lr=0.000100, hard or full='full'
iter 14100:, hard_loss_metric=0.31073219, hard_loss_metric=0.31073219, full_loss_metric=0.19266003, full_loss_num=1187.01123047, mean_dist=1.94280505, lr=0.000100, hard or full='full'
iter 14200:, hard_loss_metric=0.31711811, hard_loss_metric=0.31711811, full_loss_metric=0.19242811, full_loss_num=1245.10217285, mean_dist=1.90353286, lr=0.000100, hard or full='full'
iter 14300:, hard_loss_metric=0.31910002, hard_loss_metric=0.31910002, full_loss_metric=0.19138460, full_loss_num=1280.16149902, mean_dist=1.90623379, lr=0.000100, hard or full='full'
iter 14400:, hard_loss_metric=0.30678475, hard_loss_metric=0.30678475, full_loss_metric=0.19222258, full_loss_num=1185.72875977, mean_dist=1.97502172, lr=0.000100, hard or full='full'
iter 14500:, hard_loss_metric=0.32759392, hard_loss_metric=0.32759392, full_loss_metric=0.19649130, full_loss_num=1324.52697754, mean_dist=1.90815032, lr=0.000100, hard or full='full'
iter 14600:, hard_loss_metric=0.31275010, hard_loss_metric=0.31275010, full_loss_metric=0.19325863, full_loss_num=1199.09191895, mean_dist=1.95126379, lr=0.000100, hard or full='full'
iter 14700:, hard_loss_metric=0.30452830, hard_loss_metric=0.30452830, full_loss_metric=0.18827361, full_loss_num=1165.85571289, mean_dist=1.96166384, lr=0.000100, hard or full='full'
iter 14800:, hard_loss_metric=0.32102671, hard_loss_metric=0.32102671, full_loss_metric=0.19418314, full_loss_num=1261.77648926, mean_dist=1.96915448, lr=0.000100, hard or full='full'
iter 14900:, hard_loss_metric=0.31431887, hard_loss_metric=0.31431887, full_loss_metric=0.18976493, full_loss_num=1236.21716309, mean_dist=1.93372178, lr=0.000100, hard or full='full'
0:27:33.239468
iter 15000:, hard_loss_metric=0.30418950, hard_loss_metric=0.30418950, full_loss_metric=0.19065996, full_loss_num=1155.76635742, mean_dist=1.97702932, lr=0.000100, hard or full='full'
iter 15100:, hard_loss_metric=0.30272597, hard_loss_metric=0.30272597, full_loss_metric=0.19021511, full_loss_num=1117.19287109, mean_dist=2.03610039, lr=0.000100, hard or full='full'
iter 15200:, hard_loss_metric=0.29843545, hard_loss_metric=0.29843545, full_loss_metric=0.19019760, full_loss_num=1144.36547852, mean_dist=1.96270323, lr=0.000100, hard or full='full'
iter 15300:, hard_loss_metric=0.30619842, hard_loss_metric=0.30619842, full_loss_metric=0.19388177, full_loss_num=1146.01721191, mean_dist=1.98272526, lr=0.000100, hard or full='full'
iter 15400:, hard_loss_metric=0.29782104, hard_loss_metric=0.29782104, full_loss_metric=0.18784149, full_loss_num=1093.23413086, mean_dist=2.00612593, lr=0.000100, hard or full='full'
iter 15500:, hard_loss_metric=0.30431840, hard_loss_metric=0.30431840, full_loss_metric=0.19224043, full_loss_num=1175.86279297, mean_dist=2.00532746, lr=0.000100, hard or full='full'
iter 15600:, hard_loss_metric=0.29906699, hard_loss_metric=0.29906699, full_loss_metric=0.19105698, full_loss_num=1106.61645508, mean_dist=2.03065825, lr=0.000100, hard or full='full'
iter 15700:, hard_loss_metric=0.28803912, hard_loss_metric=0.28803912, full_loss_metric=0.18904480, full_loss_num=1014.12609863, mean_dist=2.07485986, lr=0.000100, hard or full='full'
iter 15800:, hard_loss_metric=0.30089295, hard_loss_metric=0.30089295, full_loss_metric=0.19132663, full_loss_num=1103.24865723, mean_dist=2.04575467, lr=0.000100, hard or full='full'
iter 15900:, hard_loss_metric=0.30907068, hard_loss_metric=0.30907068, full_loss_metric=0.19549054, full_loss_num=1131.66418457, mean_dist=2.05593300, lr=0.000100, hard or full='full'
0:21:34.327801
iter 16000:, hard_loss_metric=0.28955531, hard_loss_metric=0.28955531, full_loss_metric=0.18802989, full_loss_num=1073.73645020, mean_dist=2.05227590, lr=0.000100, hard or full='full'
iter 16100:, hard_loss_metric=0.30234769, hard_loss_metric=0.30234769, full_loss_metric=0.19384760, full_loss_num=1144.73315430, mean_dist=1.98686528, lr=0.000100, hard or full='full'
iter 16200:, hard_loss_metric=0.29507306, hard_loss_metric=0.29507306, full_loss_metric=0.19024412, full_loss_num=1106.09423828, mean_dist=2.01628661, lr=0.000100, hard or full='full'
iter 16300:, hard_loss_metric=0.30017409, hard_loss_metric=0.30017409, full_loss_metric=0.19105640, full_loss_num=1101.58959961, mean_dist=2.04305148, lr=0.000100, hard or full='full'
iter 16400:, hard_loss_metric=0.30923164, hard_loss_metric=0.30923164, full_loss_metric=0.19600856, full_loss_num=1133.98059082, mean_dist=2.06989527, lr=0.000100, hard or full='full'
iter 16500:, hard_loss_metric=0.30176583, hard_loss_metric=0.30176583, full_loss_metric=0.18948263, full_loss_num=1121.14025879, mean_dist=2.05156803, lr=0.000100, hard or full='full'
iter 16600:, hard_loss_metric=0.30313462, hard_loss_metric=0.30313462, full_loss_metric=0.19134292, full_loss_num=1142.38806152, mean_dist=2.05361462, lr=0.000100, hard or full='full'
iter 16700:, hard_loss_metric=0.29156268, hard_loss_metric=0.29156268, full_loss_metric=0.19064412, full_loss_num=1061.00036621, mean_dist=2.08437681, lr=0.000100, hard or full='full'
iter 16800:, hard_loss_metric=0.29319373, hard_loss_metric=0.29319373, full_loss_metric=0.18807709, full_loss_num=1090.79504395, mean_dist=2.05086136, lr=0.000100, hard or full='full'
iter 16900:, hard_loss_metric=0.28313029, hard_loss_metric=0.28313029, full_loss_metric=0.19013086, full_loss_num=974.01989746, mean_dist=2.13173318, lr=0.000100, hard or full='full'
0:21:36.341378
iter 17000:, hard_loss_metric=0.28610763, hard_loss_metric=0.28610763, full_loss_metric=0.19043629, full_loss_num=997.99023438, mean_dist=2.12060142, lr=0.000100, hard or full='full'
iter 17100:, hard_loss_metric=0.29791719, hard_loss_metric=0.29791719, full_loss_metric=0.19170584, full_loss_num=1098.30261230, mean_dist=2.04816747, lr=0.000100, hard or full='full'
iter 17200:, hard_loss_metric=0.29682672, hard_loss_metric=0.29682672, full_loss_metric=0.18921240, full_loss_num=1113.67932129, mean_dist=2.02766895, lr=0.000100, hard or full='full'
iter 17300:, hard_loss_metric=0.28828001, hard_loss_metric=0.28828001, full_loss_metric=0.18842858, full_loss_num=1058.84362793, mean_dist=2.10263515, lr=0.000100, hard or full='full'
iter 17400:, hard_loss_metric=0.30066833, hard_loss_metric=0.30066833, full_loss_metric=0.19280705, full_loss_num=1108.56481934, mean_dist=2.06931925, lr=0.000100, hard or full='full'
iter 17500:, hard_loss_metric=0.30435416, hard_loss_metric=0.30435416, full_loss_metric=0.19203281, full_loss_num=1157.70898438, mean_dist=2.04670811, lr=0.000100, hard or full='full'
iter 17600:, hard_loss_metric=0.29936919, hard_loss_metric=0.29936919, full_loss_metric=0.18825388, full_loss_num=1115.03186035, mean_dist=2.05036926, lr=0.000100, hard or full='full'
iter 17700:, hard_loss_metric=0.28444546, hard_loss_metric=0.28444546, full_loss_metric=0.19083703, full_loss_num=1016.72351074, mean_dist=2.09838653, lr=0.000100, hard or full='full'
Initialzing...
Initializing data source...
Loading training data...
Data initialization complete.
Initializing model...
Model initialization complete.
Training START
iter 17800:, hard_loss_metric=0.30578244, hard_loss_metric=0.30578244, full_loss_metric=0.19329329, full_loss_num=1137.41320801, mean_dist=2.04812884, lr=0.000100, hard or full='full'
iter 17900:, hard_loss_metric=0.29537538, hard_loss_metric=0.29537538, full_loss_metric=0.19150348, full_loss_num=1027.85876465, mean_dist=2.10326076, lr=0.000100, hard or full='full'
0:06:32.207648
iter 18000:, hard_loss_metric=0.28925624, hard_loss_metric=0.28925624, full_loss_metric=0.18835048, full_loss_num=1052.82641602, mean_dist=2.07311916, lr=0.000100, hard or full='full'
iter 18100:, hard_loss_metric=0.30155611, hard_loss_metric=0.30155611, full_loss_metric=0.19264072, full_loss_num=1095.06152344, mean_dist=2.10556841, lr=0.000100, hard or full='full'
iter 18200:, hard_loss_metric=0.29928505, hard_loss_metric=0.29928505, full_loss_metric=0.19368415, full_loss_num=1075.91516113, mean_dist=2.09746361, lr=0.000100, hard or full='full'
iter 18300:, hard_loss_metric=0.29338977, hard_loss_metric=0.29338977, full_loss_metric=0.19211763, full_loss_num=1053.17395020, mean_dist=2.08659577, lr=0.000100, hard or full='full'
iter 18400:, hard_loss_metric=0.29503000, hard_loss_metric=0.29503000, full_loss_metric=0.18560418, full_loss_num=1116.36035156, mean_dist=2.05205250, lr=0.000100, hard or full='full'
iter 18500:, hard_loss_metric=0.29024777, hard_loss_metric=0.29024777, full_loss_metric=0.18980795, full_loss_num=1058.19836426, mean_dist=2.10047722, lr=0.000100, hard or full='full'
iter 18600:, hard_loss_metric=0.28942877, hard_loss_metric=0.28942877, full_loss_metric=0.19030093, full_loss_num=1018.03900146, mean_dist=2.15912771, lr=0.000100, hard or full='full'
iter 18700:, hard_loss_metric=0.30046868, hard_loss_metric=0.30046868, full_loss_metric=0.19244874, full_loss_num=1075.60961914, mean_dist=2.10959816, lr=0.000100, hard or full='full'
iter 18800:, hard_loss_metric=0.28620079, hard_loss_metric=0.28620079, full_loss_metric=0.18992220, full_loss_num=992.10388184, mean_dist=2.14245963, lr=0.000100, hard or full='full'
iter 18900:, hard_loss_metric=0.27650347, hard_loss_metric=0.27650347, full_loss_metric=0.18671736, full_loss_num=957.06677246, mean_dist=2.14542913, lr=0.000100, hard or full='full'
0:21:45.151290
iter 19000:, hard_loss_metric=0.29057795, hard_loss_metric=0.29057795, full_loss_metric=0.18999816, full_loss_num=1010.55059814, mean_dist=2.20435357, lr=0.000100, hard or full='full'
iter 19100:, hard_loss_metric=0.28964835, hard_loss_metric=0.28964835, full_loss_metric=0.18961149, full_loss_num=1027.29357910, mean_dist=2.18162346, lr=0.000100, hard or full='full'
iter 19200:, hard_loss_metric=0.29390386, hard_loss_metric=0.29390386, full_loss_metric=0.18997467, full_loss_num=1060.46386719, mean_dist=2.13902164, lr=0.000100, hard or full='full'
iter 19300:, hard_loss_metric=0.28077251, hard_loss_metric=0.28077251, full_loss_metric=0.19050059, full_loss_num=970.98095703, mean_dist=2.16976810, lr=0.000100, hard or full='full'
iter 19400:, hard_loss_metric=0.29266369, hard_loss_metric=0.29266369, full_loss_metric=0.19356135, full_loss_num=997.07348633, mean_dist=2.17943168, lr=0.000100, hard or full='full'
iter 19500:, hard_loss_metric=0.28192797, hard_loss_metric=0.28192797, full_loss_metric=0.18948099, full_loss_num=949.06195068, mean_dist=2.22326612, lr=0.000100, hard or full='full'
iter 19600:, hard_loss_metric=0.28968677, hard_loss_metric=0.28968677, full_loss_metric=0.19106252, full_loss_num=1031.38354492, mean_dist=2.15702677, lr=0.000100, hard or full='full'
iter 19700:, hard_loss_metric=0.27798700, hard_loss_metric=0.27798700, full_loss_metric=0.18497445, full_loss_num=987.90484619, mean_dist=2.15240502, lr=0.000100, hard or full='full'
iter 19800:, hard_loss_metric=0.28337729, hard_loss_metric=0.28337729, full_loss_metric=0.18985496, full_loss_num=990.59906006, mean_dist=2.20338607, lr=0.000100, hard or full='full'
iter 19900:, hard_loss_metric=0.28309390, hard_loss_metric=0.28309390, full_loss_metric=0.18907334, full_loss_num=974.52478027, mean_dist=2.21686649, lr=0.000100, hard or full='full'
0:21:51.426118
iter 20000:, hard_loss_metric=0.29123500, hard_loss_metric=0.29123500, full_loss_metric=0.19283698, full_loss_num=1004.32104492, mean_dist=2.22038364, lr=0.000100, hard or full='full'
iter 20100:, hard_loss_metric=0.27879548, hard_loss_metric=0.27879548, full_loss_metric=0.18765919, full_loss_num=980.16711426, mean_dist=2.21723318, lr=0.000100, hard or full='full'
iter 20200:, hard_loss_metric=0.27574849, hard_loss_metric=0.27574849, full_loss_metric=0.18600982, full_loss_num=947.27978516, mean_dist=2.19243526, lr=0.000100, hard or full='full'
iter 20300:, hard_loss_metric=0.28422129, hard_loss_metric=0.28422129, full_loss_metric=0.18942207, full_loss_num=941.21350098, mean_dist=2.23230052, lr=0.000100, hard or full='full'
iter 20400:, hard_loss_metric=0.28777951, hard_loss_metric=0.28777951, full_loss_metric=0.18894123, full_loss_num=1011.13732910, mean_dist=2.20512795, lr=0.000100, hard or full='full'
iter 20500:, hard_loss_metric=0.28516525, hard_loss_metric=0.28516525, full_loss_metric=0.19014578, full_loss_num=990.28326416, mean_dist=2.22176671, lr=0.000100, hard or full='full'
iter 20600:, hard_loss_metric=0.27599403, hard_loss_metric=0.27599403, full_loss_metric=0.18740435, full_loss_num=912.40484619, mean_dist=2.25593066, lr=0.000100, hard or full='full'
iter 20700:, hard_loss_metric=0.28369290, hard_loss_metric=0.28369290, full_loss_metric=0.19004099, full_loss_num=991.09448242, mean_dist=2.19927001, lr=0.000100, hard or full='full'
iter 20800:, hard_loss_metric=0.28377089, hard_loss_metric=0.28377089, full_loss_metric=0.18901661, full_loss_num=961.35864258, mean_dist=2.19995356, lr=0.000100, hard or full='full'
iter 20900:, hard_loss_metric=0.27146402, hard_loss_metric=0.27146402, full_loss_metric=0.18605642, full_loss_num=916.94219971, mean_dist=2.24880242, lr=0.000100, hard or full='full'
0:21:49.768770
iter 21000:, hard_loss_metric=0.27064124, hard_loss_metric=0.27064124, full_loss_metric=0.18739998, full_loss_num=914.12670898, mean_dist=2.23401451, lr=0.000100, hard or full='full'
iter 21100:, hard_loss_metric=0.27500021, hard_loss_metric=0.27500021, full_loss_metric=0.18702424, full_loss_num=932.45220947, mean_dist=2.23738885, lr=0.000100, hard or full='full'
iter 21200:, hard_loss_metric=0.29227647, hard_loss_metric=0.29227647, full_loss_metric=0.19312131, full_loss_num=1014.00836182, mean_dist=2.23311043, lr=0.000100, hard or full='full'
iter 21300:, hard_loss_metric=0.27899185, hard_loss_metric=0.27899185, full_loss_metric=0.18601304, full_loss_num=943.90124512, mean_dist=2.24860811, lr=0.000100, hard or full='full'
iter 21400:, hard_loss_metric=0.27563179, hard_loss_metric=0.27563179, full_loss_metric=0.18761170, full_loss_num=922.09570312, mean_dist=2.28309250, lr=0.000100, hard or full='full'
iter 21500:, hard_loss_metric=0.27447081, hard_loss_metric=0.27447081, full_loss_metric=0.18761803, full_loss_num=906.82226562, mean_dist=2.29862380, lr=0.000100, hard or full='full'
iter 21600:, hard_loss_metric=0.28866908, hard_loss_metric=0.28866908, full_loss_metric=0.18745863, full_loss_num=1002.11743164, mean_dist=2.21940827, lr=0.000100, hard or full='full'
iter 21700:, hard_loss_metric=0.27369937, hard_loss_metric=0.27369937, full_loss_metric=0.18309191, full_loss_num=946.77770996, mean_dist=2.25983500, lr=0.000100, hard or full='full'
iter 21800:, hard_loss_metric=0.27330014, hard_loss_metric=0.27330014, full_loss_metric=0.18482247, full_loss_num=931.14349365, mean_dist=2.25420117, lr=0.000100, hard or full='full'
iter 21900:, hard_loss_metric=0.27429119, hard_loss_metric=0.27429119, full_loss_metric=0.18723841, full_loss_num=924.19195557, mean_dist=2.25150061, lr=0.000100, hard or full='full'
0:21:52.136501
iter 22000:, hard_loss_metric=0.28299224, hard_loss_metric=0.28299224, full_loss_metric=0.18726334, full_loss_num=972.82391357, mean_dist=2.26967120, lr=0.000100, hard or full='full'
iter 22100:, hard_loss_metric=0.26799417, hard_loss_metric=0.26799417, full_loss_metric=0.18755668, full_loss_num=884.22442627, mean_dist=2.30263114, lr=0.000100, hard or full='full'
iter 22200:, hard_loss_metric=0.29184175, hard_loss_metric=0.29184175, full_loss_metric=0.19119769, full_loss_num=997.31256104, mean_dist=2.27323842, lr=0.000100, hard or full='full'
iter 22300:, hard_loss_metric=0.26978582, hard_loss_metric=0.26978582, full_loss_metric=0.18365575, full_loss_num=926.88482666, mean_dist=2.28909898, lr=0.000100, hard or full='full'
iter 22400:, hard_loss_metric=0.25910750, hard_loss_metric=0.25910750, full_loss_metric=0.18397823, full_loss_num=841.86358643, mean_dist=2.29431295, lr=0.000100, hard or full='full'
iter 22500:, hard_loss_metric=0.28079990, hard_loss_metric=0.28079990, full_loss_metric=0.19011423, full_loss_num=934.78234863, mean_dist=2.30914283, lr=0.000100, hard or full='full'
iter 22600:, hard_loss_metric=0.26866606, hard_loss_metric=0.26866606, full_loss_metric=0.18172175, full_loss_num=908.35186768, mean_dist=2.28717995, lr=0.000100, hard or full='full'
iter 22700:, hard_loss_metric=0.27862731, hard_loss_metric=0.27862731, full_loss_metric=0.18859854, full_loss_num=923.51525879, mean_dist=2.31291580, lr=0.000100, hard or full='full'
iter 22800:, hard_loss_metric=0.26457763, hard_loss_metric=0.26457763, full_loss_metric=0.18474790, full_loss_num=884.93927002, mean_dist=2.29359055, lr=0.000100, hard or full='full'
iter 22900:, hard_loss_metric=0.27990896, hard_loss_metric=0.27990896, full_loss_metric=0.18781269, full_loss_num=947.97186279, mean_dist=2.32382679, lr=0.000100, hard or full='full'
0:21:44.180605
iter 23000:, hard_loss_metric=0.27271596, hard_loss_metric=0.27271596, full_loss_metric=0.18707173, full_loss_num=917.59814453, mean_dist=2.29879475, lr=0.000100, hard or full='full'
iter 23100:, hard_loss_metric=0.27649754, hard_loss_metric=0.27649754, full_loss_metric=0.18724692, full_loss_num=927.48358154, mean_dist=2.26046085, lr=0.000100, hard or full='full'
iter 23200:, hard_loss_metric=0.26833043, hard_loss_metric=0.26833043, full_loss_metric=0.18657342, full_loss_num=872.35064697, mean_dist=2.29247046, lr=0.000100, hard or full='full'
iter 23300:, hard_loss_metric=0.27290708, hard_loss_metric=0.27290708, full_loss_metric=0.18908653, full_loss_num=893.33703613, mean_dist=2.29491353, lr=0.000100, hard or full='full'
iter 23400:, hard_loss_metric=0.28067061, hard_loss_metric=0.28067061, full_loss_metric=0.19088648, full_loss_num=916.89025879, mean_dist=2.30557227, lr=0.000100, hard or full='full'
iter 23500:, hard_loss_metric=0.28735390, hard_loss_metric=0.28735390, full_loss_metric=0.19177669, full_loss_num=992.06732178, mean_dist=2.26266885, lr=0.000100, hard or full='full'
iter 23600:, hard_loss_metric=0.27720496, hard_loss_metric=0.27720496, full_loss_metric=0.18662474, full_loss_num=940.76116943, mean_dist=2.27614236, lr=0.000100, hard or full='full'
iter 23700:, hard_loss_metric=0.25322598, hard_loss_metric=0.25322598, full_loss_metric=0.18244895, full_loss_num=797.87188721, mean_dist=2.36842418, lr=0.000100, hard or full='full'
iter 23800:, hard_loss_metric=0.26811865, hard_loss_metric=0.26811865, full_loss_metric=0.18596466, full_loss_num=884.67071533, mean_dist=2.36718106, lr=0.000100, hard or full='full'
iter 23900:, hard_loss_metric=0.25785649, hard_loss_metric=0.25785649, full_loss_metric=0.18551818, full_loss_num=809.08221436, mean_dist=2.39809442, lr=0.000100, hard or full='full'
0:21:43.558989
iter 24000:, hard_loss_metric=0.27047187, hard_loss_metric=0.27047187, full_loss_metric=0.18679424, full_loss_num=883.05352783, mean_dist=2.33416176, lr=0.000100, hard or full='full'
iter 24100:, hard_loss_metric=0.26787388, hard_loss_metric=0.26787388, full_loss_metric=0.18445440, full_loss_num=929.16326904, mean_dist=2.30467939, lr=0.000100, hard or full='full'
iter 24200:, hard_loss_metric=0.26834354, hard_loss_metric=0.26834354, full_loss_metric=0.18934120, full_loss_num=858.19439697, mean_dist=2.35907125, lr=0.000100, hard or full='full'
iter 24300:, hard_loss_metric=0.27091587, hard_loss_metric=0.27091587, full_loss_metric=0.18570329, full_loss_num=896.20068359, mean_dist=2.33634424, lr=0.000100, hard or full='full'
iter 24400:, hard_loss_metric=0.27435490, hard_loss_metric=0.27435490, full_loss_metric=0.19016677, full_loss_num=890.12200928, mean_dist=2.34201288, lr=0.000100, hard or full='full'
iter 24500:, hard_loss_metric=0.27115041, hard_loss_metric=0.27115041, full_loss_metric=0.18726955, full_loss_num=882.11486816, mean_dist=2.36073351, lr=0.000100, hard or full='full'
iter 24600:, hard_loss_metric=0.27321315, hard_loss_metric=0.27321315, full_loss_metric=0.18603952, full_loss_num=926.72039795, mean_dist=2.30234933, lr=0.000100, hard or full='full'
iter 24700:, hard_loss_metric=0.26078767, hard_loss_metric=0.26078767, full_loss_metric=0.18568985, full_loss_num=862.52795410, mean_dist=2.36602688, lr=0.000100, hard or full='full'
iter 24800:, hard_loss_metric=0.27024209, hard_loss_metric=0.27024209, full_loss_metric=0.18731423, full_loss_num=871.81256104, mean_dist=2.35685825, lr=0.000100, hard or full='full'
iter 24900:, hard_loss_metric=0.26899594, hard_loss_metric=0.26899594, full_loss_metric=0.18983513, full_loss_num=851.98010254, mean_dist=2.43537283, lr=0.000100, hard or full='full'
0:21:43.239257
iter 25000:, hard_loss_metric=0.26019466, hard_loss_metric=0.26019466, full_loss_metric=0.18545689, full_loss_num=803.07373047, mean_dist=2.42928958, lr=0.000100, hard or full='full'
iter 25100:, hard_loss_metric=0.26812807, hard_loss_metric=0.26812807, full_loss_metric=0.18721823, full_loss_num=864.49475098, mean_dist=2.38361859, lr=0.000100, hard or full='full'
iter 25200:, hard_loss_metric=0.26915559, hard_loss_metric=0.26915559, full_loss_metric=0.18567766, full_loss_num=894.34930420, mean_dist=2.36481786, lr=0.000100, hard or full='full'
iter 25300:, hard_loss_metric=0.26757210, hard_loss_metric=0.26757210, full_loss_metric=0.18845150, full_loss_num=875.44232178, mean_dist=2.36877418, lr=0.000100, hard or full='full'
iter 25400:, hard_loss_metric=0.26686916, hard_loss_metric=0.26686916, full_loss_metric=0.18623218, full_loss_num=884.53381348, mean_dist=2.34804487, lr=0.000100, hard or full='full'
iter 25500:, hard_loss_metric=0.26492238, hard_loss_metric=0.26492238, full_loss_metric=0.18377781, full_loss_num=885.59936523, mean_dist=2.37645960, lr=0.000100, hard or full='full'
iter 25600:, hard_loss_metric=0.25633335, hard_loss_metric=0.25633335, full_loss_metric=0.18205383, full_loss_num=791.10803223, mean_dist=2.43997169, lr=0.000100, hard or full='full'
iter 25700:, hard_loss_metric=0.27938035, hard_loss_metric=0.27938035, full_loss_metric=0.19218020, full_loss_num=895.15710449, mean_dist=2.41611242, lr=0.000100, hard or full='full'
iter 25800:, hard_loss_metric=0.27061096, hard_loss_metric=0.27061096, full_loss_metric=0.18865557, full_loss_num=868.99060059, mean_dist=2.40832496, lr=0.000100, hard or full='full'
iter 25900:, hard_loss_metric=0.26654294, hard_loss_metric=0.26654294, full_loss_metric=0.18203771, full_loss_num=891.87353516, mean_dist=2.38929081, lr=0.000100, hard or full='full'
0:21:44.105294
iter 26000:, hard_loss_metric=0.25583351, hard_loss_metric=0.25583351, full_loss_metric=0.18367325, full_loss_num=804.82025146, mean_dist=2.43699026, lr=0.000100, hard or full='full'
